x-axis,1,2
second,Volt,Volt
-4.4160E-03,+2.4377826E+00,+2.4288002E+00
-4.4060E-03,+2.4305590E+00,+2.4247173E+00
-4.3960E-03,+2.4305590E+00,+2.4244032E+00
-4.3860E-03,+2.4380967E+00,+2.4237751E+00
-4.3760E-03,+2.4305590E+00,+2.4275439E+00
-4.3660E-03,+2.4299308E+00,+2.4288002E+00
-4.3560E-03,+2.4233354E+00,+2.4237751E+00
-4.3460E-03,+2.4289886E+00,+2.4237751E+00
-4.3360E-03,+2.4305590E+00,+2.4335113E+00
-4.3260E-03,+2.4186243E+00,+2.4288002E+00
-4.3160E-03,+2.4205087E+00,+2.4288002E+00
-4.3060E-03,+2.4255339E+00,+2.4237751E+00
-4.2960E-03,+2.4255339E+00,+2.4288002E+00
-4.2860E-03,+2.4186243E+00,+2.4319409E+00
-4.2760E-03,+2.4205087E+00,+2.4288002E+00
-4.2660E-03,+2.4305590E+00,+2.4237751E+00
-4.2560E-03,+2.4283605E+00,+2.4256595E+00
-4.2460E-03,+2.4205087E+00,+2.4288002E+00
-4.2360E-03,+2.4205087E+00,+2.4237751E+00
-4.2260E-03,+2.4274183E+00,+2.4206344E+00
-4.2160E-03,+2.4208228E+00,+2.4240892E+00
-4.2060E-03,+2.4154836E+00,+2.4237751E+00
-4.1960E-03,+2.4151695E+00,+2.4237751E+00
-4.1860E-03,+2.4205087E+00,+2.4178078E+00
-4.1760E-03,+2.4255339E+00,+2.4193781E+00
-4.1660E-03,+2.4154836E+00,+2.4187500E+00
-4.1560E-03,+2.4154836E+00,+2.4137248E+00
-4.1460E-03,+2.4205087E+00,+2.4127826E+00
-4.1360E-03,+2.4255339E+00,+2.4108982E+00
-4.1260E-03,+2.4164258E+00,+2.4124686E+00
-4.1160E-03,+2.4157977E+00,+2.4086997E+00
-4.1060E-03,+2.4255339E+00,+2.4036746E+00
-4.0960E-03,+2.4255339E+00,+2.4071294E+00
-4.0860E-03,+2.4154836E+00,+2.4086997E+00
-4.0760E-03,+2.4154836E+00,+2.4052449E+00
-4.0660E-03,+2.4205087E+00,+2.4036746E+00
-4.0560E-03,+2.4255339E+00,+2.4083856E+00
-4.0460E-03,+2.4154836E+00,+2.4052449E+00
-4.0360E-03,+2.4154836E+00,+2.4068153E+00
-4.0260E-03,+2.4205087E+00,+2.4036746E+00
-4.0160E-03,+2.4205087E+00,+2.4086997E+00
-4.0060E-03,+2.4104585E+00,+2.4086997E+00
-3.9960E-03,+2.4154836E+00,+2.4030465E+00
-3.9860E-03,+2.4205087E+00,+2.4024183E+00
