x-axis,1,2
second,Volt,Volt
-9.4160E-03,,
-9.4060E-03,+2.4154836E+00,+2.4187500E+00
-9.3960E-03,+2.4148555E+00,+2.4231470E+00
-9.3860E-03,+2.4154836E+00,+2.4225188E+00
-9.3760E-03,+2.4205087E+00,+2.4187500E+00
-9.3660E-03,+2.4176821E+00,+2.4187500E+00
-9.3560E-03,+2.4154836E+00,+2.4171796E+00
-9.3460E-03,+2.4205087E+00,+2.4187500E+00
-9.3360E-03,+2.4205087E+00,+2.4187500E+00
-9.3260E-03,+2.4205087E+00,+2.4137248E+00
-9.3160E-03,+2.4154836E+00,+2.4187500E+00
-9.3060E-03,+2.4154836E+00,+2.4187500E+00
-9.2960E-03,+2.4205087E+00,+2.4187500E+00
-9.2860E-03,+2.4205087E+00,+2.4137248E+00
-9.2760E-03,+2.4154836E+00,+2.4137248E+00
-9.2660E-03,+2.4195665E+00,+2.4143530E+00
-9.2560E-03,+2.4205087E+00,+2.4187500E+00
-9.2460E-03,+2.4154836E+00,+2.4137248E+00
-9.2360E-03,+2.4154836E+00,+2.4137248E+00
-9.2260E-03,+2.4114007E+00,+2.4187500E+00
-9.2160E-03,+2.4205087E+00,+2.4234610E+00
-9.2060E-03,+2.4198806E+00,+2.4137248E+00
-9.1960E-03,+2.4154836E+00,+2.4137248E+00
-9.1860E-03,+2.4154836E+00,+2.4165515E+00
-9.1760E-03,+2.4154836E+00,+2.4165515E+00
-9.1660E-03,+2.4154836E+00,+2.4137248E+00
-9.1560E-03,+2.4107725E+00,+2.4137248E+00
-9.1460E-03,+2.4154836E+00,+2.4140389E+00
-9.1360E-03,+2.4154836E+00,+2.4137248E+00
-9.1260E-03,+2.4154836E+00,+2.4137248E+00
-9.1160E-03,+2.4129710E+00,+2.4137248E+00
-9.1060E-03,+2.4154836E+00,+2.4137248E+00
-9.0960E-03,+2.4195665E+00,+2.4137248E+00
-9.0860E-03,+2.4154836E+00,+2.4086997E+00
-9.0760E-03,+2.4145414E+00,+2.4093279E+00
-9.0660E-03,+2.4104585E+00,+2.4086997E+00
-9.0560E-03,+2.4154836E+00,+2.4112123E+00
-9.0460E-03,+2.4120288E+00,+2.4102701E+00
-9.0360E-03,+2.4104585E+00,+2.4137248E+00
-9.0260E-03,+2.4104585E+00,+2.4086997E+00
-9.0160E-03,+2.4110866E+00,+2.4137248E+00
-9.0060E-03,+2.4154836E+00,+2.4099560E+00
-8.9960E-03,+2.4104585E+00,+2.4086997E+00
-8.9860E-03,+2.4154836E+00,+2.4156093E+00
