x-axis,1,2
second,Volt,Volt
-9.4160E-03,,
-9.4060E-03,+2.8112122E+00,+2.6945037E+00
-9.3960E-03,+2.7776067E+00,+2.6901068E+00
-9.3860E-03,+2.7443153E+00,+2.6989007E+00
-9.3760E-03,+2.7006595E+00,+2.7029836E+00
-9.3660E-03,+2.6670540E+00,+2.7102073E+00
-9.3560E-03,+2.6400439E+00,+2.7152324E+00
-9.3460E-03,+2.6199434E+00,+2.7208856E+00
-9.3360E-03,+2.5913630E+00,+2.7350188E+00
-9.3260E-03,+2.5712625E+00,+2.7453831E+00
-9.3160E-03,+2.5662374E+00,+2.7585741E+00
-9.3060E-03,+2.5662374E+00,+2.7727073E+00
-9.2960E-03,+2.5662374E+00,+2.7805590E+00
-9.2860E-03,+2.5712625E+00,+2.7906093E+00
-9.2760E-03,+2.5913630E+00,+2.7956344E+00
-9.2660E-03,+2.6064384E+00,+2.7912374E+00
-9.2560E-03,+2.6215138E+00,+2.7956344E+00
-9.2460E-03,+2.6315640E+00,+2.7877826E+00
-9.2360E-03,+2.6434987E+00,+2.7805590E+00
-9.2260E-03,+2.6516645E+00,+2.7654836E+00
-9.2160E-03,+2.6463253E+00,+2.7551193E+00
-9.2060E-03,+2.6274811E+00,+2.7356470E+00
-9.1960E-03,+2.6164886E+00,+2.7102073E+00
-9.1860E-03,+2.5982725E+00,+2.6819409E+00
-9.1760E-03,+2.5668655E+00,+2.6605841E+00
-9.1660E-03,+2.5332600E+00,+2.6269786E+00
-9.1560E-03,+2.4996545E+00,+2.5933731E+00
-9.1460E-03,+2.4660489E+00,+2.5695037E+00
-9.1360E-03,+2.4186243E+00,+2.5415515E+00
-9.1260E-03,+2.3790514E+00,+2.5161118E+00
-9.1160E-03,+2.3526695E+00,+2.4843907E+00
-9.1060E-03,+2.3269158E+00,+2.4523555E+00
-9.0960E-03,+2.2939384E+00,+2.4328831E+00
-9.0860E-03,+2.2747801E+00,+2.4036746E+00
-9.0760E-03,+2.2647298E+00,+2.3791771E+00
-9.0660E-03,+2.2597047E+00,+2.3600188E+00
-9.0560E-03,+2.2521670E+00,+2.3408605E+00
-9.0460E-03,+2.2512248E+00,+2.3264133E+00
-9.0360E-03,+2.2603329E+00,+2.3122801E+00
-9.0260E-03,+2.2747801E+00,+2.2981470E+00
-9.0160E-03,+2.2939384E+00,+2.2887248E+00
-9.0060E-03,+2.3134107E+00,+2.2742776E+00
-8.9960E-03,+2.3526695E+00,+2.2579460E+00
-8.9860E-03,+2.3891017E+00,+2.2478957E+00
